key	ctn	file_new	file_orig	invasion_ff	invasion_spectral	invasion_spectral_delta	invasion_spectral_group	invasion_veena	k14_mean	k14_mean_delta	k14_mean_group	k14_sum	k14_sum_delta	k14_sum_group	k14_veena	orgnum	size_area	size_frac	size_frac_delta	size_frac_group	size_npixel	size_perimeter	tag_color	tag_photometric	tag_scale
CTN001_Tumor_Day6_01	CTN001	CTN001_Day6_01.tif	CTN001_Day6_B1-015_AB01_01.zvi.tif	2.33051706774	0.507931225727	-0.316755381474	0.824686607201	0	0.429150794254	-0.0055118930761	0.43466268733	0.00989307455414	-0.0198876336059	0.02978070816	1	01	32886.3667395	0.0230526767901	-0.040089503436	0.0631421802261	33277.0	981.384114282	rgb	2	1.0
CTN001_Tumor_Day6_02	CTN001	CTN001_Day6_02.tif	CTN001_Day6_B1-015_AB01_02.zvi.tif	2.76323925756	0.902771679351	0.0780850721502	0.824686607201	0	0.550753968254	0.116091280924	0.43466268733	0.0108966507796	-0.0188840573804	0.02978070816	1	02	28126.3672775	0.0197849700732	-0.0433572101529	0.0631421802261	28560.0	988.259502485	rgb	2	1.0
CTN001_Tumor_Day6_03	CTN001	CTN001_Day6_03.tif	CTN001_Day6_B1-015_AB01_03.zvi.tif	2.48646547353	0.718463992865	-0.106222614336	0.824686607201	0	0.808565387042	0.373902699712	0.43466268733	0.104457806843	0.074677098683	0.02978070816	3	03	185520.1675	0.129189065617	0.0660468853909	0.0631421802261	186487.0	2407.64090056	rgb	2	1.0
CTN001_Tumor_Day6_04	CTN001	CTN001_Day6_04.tif	CTN001_Day6_B1-015_AB01_04.zvi.tif	2.72130105415	0.772367576636	-0.0523190305648	0.824686607201	0	0.504316253704	0.0696535663739	0.43466268733	0.026553533628	-0.00322717453205	0.02978070816	2	04	75364.4331904	0.0526525437819	-0.0104896364442	0.0631421802261	76005.0	1605.37481517	rgb	2	1.0
CTN001_Tumor_Day6_05	CTN001	CTN001_Day6_05.tif	CTN001_Day6_B1-015_AB01_05.zvi.tif	3.11286141342	1.00151338593	0.176826778729	0.824686607201	0	0.388263477983	-0.0463992093471	0.43466268733	0.0202469806921	-0.00953372746795	0.02978070816	1	05	74583.7382291	0.0521475282642	-0.0109946519619	0.0631421802261	75276.0	1708.07485159	rgb	2	1.0
CTN001_Tumor_Day6_06	CTN001	CTN001_Day6_06.tif	CTN001_Day6_B1-015_AB01_06.zvi.tif	1.75287752313	0.276388320807	-0.548298286394	0.824686607201	0	0.246685128396	-0.187977558934	0.43466268733	0.00811306838186	-0.0216676397782	0.02978070816	0	06	47021.8276938	0.0328883562403	-0.0302538239858	0.0631421802261	47475.0	1017.72506573	rgb	2	1.0
CTN001_Tumor_Day6_07	CTN001	CTN001_Day6_07.tif	CTN001_Day6_B1-015_AB01_07.zvi.tif	4.77355660361	2.21819134729	1.39350474009	0.824686607201	0	0.286756250327	-0.147906437003	0.43466268733	0.0219618275153	-0.00781888064475	0.02978070816	1	07	109595.144256	0.0765870926624	0.0134449124363	0.0631421802261	110555.0	2564.02128827	rgb	2	1.0
CTN001_Tumor_Day6_08	CTN001	CTN001_Day6_08.tif	CTN001_Day6_B1-015_AB01_08.zvi.tif	2.24730762702	0.585030233895	-0.239656373306	0.824686607201	0	0.640355996413	0.205693309083	0.43466268733	0.0446690361469	0.0148883279869	0.02978070816	1	08	100051.332334	0.06975656728	0.00661438705389	0.0631421802261	100695.0	1680.92227761	rgb	2	1.0
CTN001_Tumor_Day6_09	CTN001	CTN001_Day6_09.tif	CTN001_Day6_B3-016_AB03_01.zvi.tif	3.34575998684	0.891996710442	0.0673101032412	0.824686607201	0	0.317316077291	-0.117346610039	0.43466268733	0.0453600729806	0.0155793648206	0.02978070816	1	09	205115.036362	0.142949179783	0.0798069995569	0.0631421802261	206350.0	2936.64245217	rgb	2	1.0
CTN001_Tumor_Day6_10	CTN001	CTN001_Day6_10.tif	CTN001_Day6_B3-016_AB03_02.zvi.tif	1.98038117969	0.372211599065	-0.452475008136	0.824686607201	0	0.174463539637	-0.260199147693	0.43466268733	0.00565503007898	-0.0241256780811	0.02978070816	1	10	46323.6139288	0.032413821769	-0.0307283584571	0.0631421802261	46790.0	1073.69404387	rgb	2	1.0
CTN002_Tumor_Day6_01	CTN002	CTN002_Day6_01.tif	CTN002_Day6_B1-018_AB01_01.zvi.tif	7.74389748537	3.24562802913	2.44394398699	0.801684042145	3	0.514255093668	0.0291537749686	0.485101318699	0.108619787252	0.0727565320886	0.0358632551634	3	01	302623.918059	0.211217717801	0.135708172757	0.0755095450438	304897.0	5426.70675953	rgb	2	1.0
CTN002_Tumor_Day6_02	CTN002	CTN002_Day6_02.tif	CTN002_Day6_B1-018_AB01_02.zvi.tif	1.74102763354	0.347784237481	-0.453899804664	0.801684042145	2	0.423927971613	-0.0611733470864	0.485101318699	0.0210621883979	-0.0148010667655	0.0358632551634	2	02	71208.1159461	0.0496834127688	-0.025826132275	0.0755095450438	71719.0	1248.16646991	rgb	2	1.0
CTN002_Tumor_Day6_03	CTN002	CTN002_Day6_03.tif	CTN002_Day6_B1-018_AB01_03.zvi.tif	3.58085542376	1.02201414584	0.220330103695	0.801684042145	2	0.546442036547	0.0613407178476	0.485101318699	0.0564233806469	0.0205601254835	0.0358632551634	3	03	148031.295769	0.103255929949	0.0277463849052	0.0755095450438	149052.0	2580.92328462	rgb	2	1.0
CTN002_Tumor_Day6_04	CTN002	CTN002_Day6_04.tif	CTN002_Day6_B1-018_AB01_04.zvi.tif	1.35233502147	0.0917849911876	-0.709899050957	0.801684042145	0	0.542882271933	0.0577809532336	0.485101318699	0.00573487846702	-0.0301283766964	0.0358632551634	3	04	15023.8859578	0.0105637608069	-0.0649457842369	0.0755095450438	15249.0	505.287109203	rgb	2	1.0
CTN002_Tumor_Day6_05	CTN002	CTN002_Day6_05.tif	CTN002_Day6_B1-018_AB01_05.zvi.tif	1.38883070378	0.127100757704	-0.674583284441	0.801684042145	0	0.476000070384	-0.00910124831538	0.485101318699	0.0110235274558	-0.0248397277076	0.0358632551634	2	05	33099.9136045	0.0231586677012	-0.0523508773426	0.0755095450438	33430.0	760.051493435	rgb	2	1.0
CTN002_Tumor_Day6_06	CTN002	CTN002_Day6_06.tif	CTN002_Day6_B1-018_AB01_06.zvi.tif	5.16004256114	2.87110436462	2.06942032248	0.801684042145	2	0.353071729135	-0.132029589564	0.485101318699	0.0317246512881	-0.00413860387534	0.0358632551634	3	06	128612.446347	0.089853275327	0.0143437302832	0.0755095450438	129705.0	2887.83963988	rgb	2	1.0
CTN002_Tumor_Day6_07	CTN002	CTN002_Day6_07.tif	CTN002_Day6_B1-018_AB01_07.zvi.tif	1.6260675801	0.358144968785	-0.44353907336	0.801684042145	1	0.619756773369	0.13465545467	0.485101318699	0.0365833898401	0.000720134676663	0.0358632551634	2	07	84685.8060696	0.0590286244735	-0.0164809205703	0.0755095450438	85209.0	1315.46573573	rgb	2	1.0
CTN002_Tumor_Day6_08	CTN002	CTN002_Day6_08.tif	CTN002_Day6_B1-018_AB01_08.zvi.tif	2.12673057193	0.786700471035	-0.0149835711097	0.801684042145	1	0.38196169148	-0.103139627219	0.485101318699	0.00754942710846	-0.028313828055	0.0358632551634	2	08	28158.9856499	0.0197648802926	-0.0557446647512	0.0755095450438	28531.0	867.500377244	rgb	2	1.0
CTN002_Tumor_Day6_09	CTN002	CTN002_Day6_09.tif	CTN002_Day6_B1-018_AB01_09.zvi.tif	10.3803707851	4.06055328883	3.25886924669	0.801684042145	3	0.434250323366	-0.0508509953334	0.485101318699	0.114153156663	0.0782899014996	0.0358632551634	3	09	376650.176275	0.262874085569	0.187364540525	0.0755095450438	379464.0	7009.39368358	rgb	2	1.0
CTN002_Tumor_Day6_10	CTN002	CTN002_Day6_10.tif	CTN002_Day6_B1-018_AB01_10.zvi.tif	1.3604962983	0.207603110829	-0.594080931316	0.801684042145	0	0.635180324137	0.150079005438	0.485101318699	0.0498747152929	0.0140114601295	0.0358632551634	2	10	112775.712374	0.0785205608513	0.00301101580753	0.0755095450438	113346.0	1388.54961956	rgb	2	1.0
CTN002_Tumor_Day6_11	CTN002	CTN002_Day6_11.tif	CTN002_Day6_B1-018_AB01_11.zvi.tif	2.69204639059	0.833607681832	0.0319236396873	0.801684042145	0	0.592888371917	0.107787053218	0.485101318699	0.0342301525465	-0.00163310261694	0.0358632551634	2	11	82593.8761169	0.0577345655065	-0.0177749795373	0.0755095450438	83341.0	1671.55290163	rgb	2	1.0
CTN002_Tumor_Day6_12	CTN002	CTN002_Day6_12.tif	CTN002_Day6_B1-018_AB01_12.zvi.tif	3.56128412753	1.44242942844	0.640745386295	0.801684042145	3	0.393688583439	-0.0914127352604	0.485101318699	0.0343517507313	-0.00151150443214	0.0358632551634	2	12	124900.757363	0.0872561516294	0.0117466065856	0.0755095450438	125956.0	2364.23574933	rgb	2	1.0
CTN002_Tumor_Day6_13	CTN002	CTN002_Day6_13.tif	CTN002_Day6_B3-017_AB03_01.zvi.tif	2.72284647685	0.650635632545	-0.1510484096	0.801684042145	1	0.435473469686	-0.0496278490134	0.485101318699	0.0153163264308	-0.0205469287326	0.0358632551634	2	13	50239.9256183	0.0351716637109	-0.0403378813329	0.0755095450438	50771.0	1311.11565628	rgb	2	1.0
CTN002_Tumor_Day6_14	CTN002	CTN002_Day6_14.tif	CTN002_Day6_B3-017_AB03_02.zvi.tif	1.88773267008	0.526937161909	-0.274746880236	0.801684042145	0	0.383607943832	-0.101493374867	0.485101318699	0.0409836956286	0.00512044046516	0.0358632551634	2	14	153466.553671	0.106837452893	0.0313279078492	0.0755095450438	154222.0	1908.01615824	rgb	2	1.0
CTN002_Tumor_Day6_15	CTN002	CTN002_Day6_15.tif	CTN002_Day6_B3-017_AB03_03.zvi.tif	1.70642013081	0.334376922173	-0.467307119972	0.801684042145	0	0.390243508739	-0.0948578099604	0.485101318699	0.0330362843985	-0.00282697076494	0.0358632551634	2	15	121472.047796	0.0846555641765	0.00914601913273	0.0755095450438	122202.0	1613.93519166	rgb	2	1.0
CTN002_Tumor_Day6_16	CTN002	CTN002_Day6_16.tif	CTN002_Day6_B3-017_AB03_04.zvi.tif	1.73999123105	0.30970816267	-0.491975879475	0.801684042145	0	0.459743435655	-0.0253578830444	0.485101318699	0.0614461599315	0.0255829047681	0.0358632551634	2	16	192090.559358	0.133653153403	0.0581436083592	0.0755095450438	192931.0	2049.42237031	rgb	2	1.0
CTN002_Tumor_Day6_17	CTN002	CTN002_Day6_17.tif	CTN002_Day6_B3-017_AB03_05.zvi.tif	2.04617592235	0.653127723315	-0.14855631883	0.801684042145	1	0.470557808782	-0.0145435099174	0.485101318699	0.0381490452532	0.00228579008976	0.0358632551634	2	17	116445.667351	0.0810719629794	0.00556241793563	0.0755095450438	117029.0	1730.36644234	rgb	2	1.0
CTN002_Tumor_Day6_18	CTN002	CTN002_Day6_18.tif	CTN002_Day6_B3-017_AB03_06.zvi.tif	1.39517945514	0.139803732867	-0.661880309278	0.801684042145	0	0.478840390525	-0.00626092817438	0.485101318699	0.00358752135303	-0.0322757338104	0.0358632551634	2	18	10599.8841253	0.007492102638	-0.0680174424058	0.0755095450438	10815.0	431.092559409	rgb	2	1.0
CTN002_Tumor_Day6_19	CTN002	CTN002_Day6_19.tif	CTN002_Day6_B3-017_AB03_07.zvi.tif	2.14423304483	0.621154280373	-0.180529761772	0.801684042145	1	0.598667891091	0.113566572392	0.485101318699	0.0319585104603	-0.00390474470314	0.0358632551634	2	19	76488.3697114	0.0533827033917	-0.0221268416521	0.0755095450438	77059.0	1435.6171127	rgb	2	1.0
CTN002_Tumor_Day6_20	CTN002	CTN002_Day6_20.tif	CTN002_Day6_B3-017_AB03_08.zvi.tif	1.7993385914	0.446187877607	-0.355496164538	0.801684042145	0	0.4580544948	-0.0270468238994	0.485101318699	0.0352812895276	-0.000581965635837	0.0358632551634	1	20	110530.935389	0.0770242185768	0.00151467353303	0.0755095450438	111186.0	1580.89600503	rgb	2	1.0
CTN002_Tumor_Day6_21	CTN002	CTN002_Day6_21.tif	CTN002_Day6_B3-017_AB03_09.zvi.tif	1.63502785002	0.312476708767	-0.489207333378	0.801684042145	0	0.45640580081	-0.0286955178894	0.485101318699	0.0305251732149	-0.00533808194854	0.0358632551634	2	21	95927.9400452	0.0668816504101	-0.00862789463367	0.0755095450438	96545.0	1403.91258948	rgb	2	1.0
CTN002_Tumor_Day6_22	CTN002	CTN002_Day6_22.tif	CTN002_Day6_B3-017_AB03_10.zvi.tif	1.29419063576	0.14196526834	-0.659718773805	0.801684042145	1	0.479217107656	-0.00588421104338	0.485101318699	0.0324236425339	-0.00343961262954	0.0358632551634	2	22	97100.5274855	0.0676596098426	-0.00784993520117	0.0755095450438	97668.0	1256.65149763	rgb	2	1.0
CTN002_Tumor_Day6_23	CTN002	CTN002_Day6_23.tif	CTN002_Day6_B3-017_AB03_11.zvi.tif	1.45618575191	0.200529907437	-0.601154134708	0.801684042145	0	0.55054315555	0.0654418368506	0.485101318699	0.0186392603483	-0.0172239948151	0.0358632551634	2	23	48422.4866849	0.0338561294613	-0.0416534155825	0.0755095450438	48872.0	941.319086979	rgb	2	1.0
CTN002_Tumor_Day6_24	CTN002	CTN002_Day6_24.tif	CTN002_Day6_B3-017_AB03_12.zvi.tif	2.01644272708	0.668021498341	-0.133662543804	0.801684042145	1	0.436591825112	-0.0485094935874	0.485101318699	0.0195134333938	-0.0163498217696	0.0358632551634	2	24	63973.7723829	0.0446949124363	-0.0308146326075	0.0755095450438	64518.0	1273.20653202	rgb	2	1.0
CTN002_Tumor_Day6_25	CTN002	CTN002_Day6_25.tif	CTN002_Day6_B3-017_AB03_13.zvi.tif	1.6734500719	0.302819382176	-0.498864659969	0.801684042145	0	0.505356066645	0.0202547479456	0.485101318699	0.0559811935747	0.0201179384113	0.0358632551634	2	25	159154.33939	0.110775742629	0.0352661975852	0.0755095450438	159907.0	1829.45003988	rgb	2	1.0
CTN002_Tumor_Day6_26	CTN002	CTN002_Day6_26.tif	CTN002_Day6_B3-017_AB03_14.zvi.tif	1.33638201055	0.141585361528	-0.660098680617	0.801684042145	0	0.595026146313	0.109924827614	0.485101318699	0.00427209251025	-0.0315911626532	0.0358632551634	2	26	10179.7991513	0.0071796719131	-0.0683298731307	0.0755095450438	10364.0	413.466042397	rgb	2	1.0
CTN004_Tumor_Day6_01	CTN004	CTN004_Day6_01.tif	CTN004_Day6-013_Position(173).zvi.tif	7.23750074823	3.2460467307	1.58325972608	1.66278700462	3	0.697486988989	-0.0107208956794	0.708207884668	0.125811187033	-0.0517637356427	0.177574922676	2	01	258663.150171	0.180377826424	-0.0228619723218	0.203239798746	260379.0	4850.27680005	rgb	2	1.0
CTN004_Tumor_Day6_02	CTN004	CTN004_Day6_02.tif	CTN004_Day6-013_Position(174).zvi.tif	6.57101081034	3.03437574072	1.3715887361	1.66278700462	3	0.952479241325	0.244271356657	0.708207884668	0.582985759755	0.405410837079	0.177574922676	3	02	880243.330034	0.612071879849	0.408832081103	0.203239798746	883538.0	8525.54977525	rgb	2	1.0
